unique_id,rating,Combination,Dry,Normal,Oily,Sensitive,Ageing,Blackheads,Blemishes,Dryness,Dullness,FineLines&Wrinkles,Firmness&Elasticity,Oiliness,Pigmentation&DarkSpots,Puffiness,UnevenSkinTexture,UnevenSkinTone,VisiblePores,Balm,Cream,Foam,Gel,Liquid,Lotion,Oil,20s,30s,40s,50+,Under20
GLAMGLOW-Waterburst™ Hydrated Glow Moisturizer,4.2,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
CLINIQUE-Moisture Surge Intense 72Hr Lipid-Replenishing Hydrator,4.6,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1
SHISEIDO-Treatment Softener Enriched Lotion,4.0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
GUERLAIN-Abeille Royale Night Cream,4.0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
CLE DE PEAU-Intensive Fortifying Cream,4.4,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
ALLIES OF SKIN-Multi Nutrient & Dioic Renewing Cream,4.4,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
TALIKA-Skintelligence Anti-Age - Regenerating Night Cream,4.4,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
EVE LOM-Moisture Lotion,4.4,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1
EDIBLE BEAUTY-& Coco Bliss Intensive Repair,4.2,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1
BOSCIA-Chia Seed Moisture Cream,4.0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
SHISEIDO-Vital-perfection White Revitalizing Emulsion Enriched,4.4,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1
INNISFREE-Green Tea Seed Cream,4.4,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
NUDESTIX-Citrus-C Mask & Daily Moisturizer,4.4,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
DERMALOGICA CLEAR START-Cooling Aqua Jelly,4.0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1
KOPARI-Moisture Whipped Ceramide Cream,4.4,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
THE INKEY LIST-Retinol Eye Cream,4.0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
WEI-Royal Ming Empress Cream Moisturiser,5.0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1
EVE LOM-TLC Moisturizing Cream,4.4,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
TATCHA-The Silk Cream,4.3,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1
LA MER-Blue Heart Crème De La Mer (Limited Edition),4.4,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
LANCÔME-Clarifique Brightening Plumping Milky Cream,4.7,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1
LANEIGE-Time Freeze Intensive Cream EX,4.8,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
ORIGINS-Ginzing Oil-Free Energy-Boosting Gel Moisturizer,4.0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
BURT'S BEES-Sensitive Night Cream,3.5,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
DR. DENNIS GROSS-Ferulic + Retinol Anti-Aging Moisturizer,4.2,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0
SUNDAY RILEY-C.E.O. C + E Antioxidant Protect + Repair Moisturizer,4.0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1
SKYN ICELAND-The Antidote Cooling Daily Lotion,4.3,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
SKYN ICELAND-Oxygen Infusion Night Cream,3.2,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
GALLINÉE-Hydrating Face Cream,4.6,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1
FIRST AID BEAUTY-Skin Rescue Daily Face Cream,4.2,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
WEI-Royal Ming Imperial Lotion Moisturiser,5.0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1
SULWHASOO-Essential Balancing Emulsion EX Moisturiser,4.0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1
ORIGINS-Make A Difference™ Plus+ Rejuvenating Treatment,4.4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
ELEMIS-Superfood Night Cream,4.4,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1
TATCHA-The Water Cream,4.4,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1
THE INKEY LIST-Omega Water Cream,4.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1
LAURA MERCIER-Skin Essentials Collection,5.0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0
SKYN ICELAND-Pure Cloud Cream,4.2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
CLINIQUE-Repairwear Laser Focus Night Line Smoothing Cream,5.0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
FOR BELOVED ONE-Melasleep Brightening Lumi's Key Lotion,4.4,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1
KOPARI-Coconut Water Moisture Cream,3.2,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1
PIXI-Beauty Sleep Cream,4.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
CAUDALIE-Premier Cru Cream,4.3,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
BURT'S BEES-Skin Nourishment Night Cream,4.0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
