unique_id,rating,Combination,Dry,Normal,Oily,Sensitive,Ageing,Blackheads,Blemishes,DarkCircles,Dryness,Dullness,FineLines&Wrinkles,Firmness&Elasticity,Oiliness,Pigmentation&DarkSpots,Puffiness,UnevenSkinTexture,UnevenSkinTone,VisiblePores,Balm,Cream,Gel,Liquid,Lotion,Oil,Spray,20s,30s,40s,50+,Under20
KENZOKI-Youth Flow Skin Renew Velvet Cream,5.0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
FRESH-Rose Hydrating Water Gel Cream Moisturizer,4.2,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1
FRESH-Vitamin Nectar Moisture Glow Face Cream,4.3,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
THIS WORKS-In Transit Skin Defence SPF30,4.1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
DRGL-Moisturiser Collagen Boost,4.3,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
DRGL-Moisturiser All Skin Types,4.0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
DOERS OF LONDON-Hydrating Face Cream,4.3,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
SHISEIDO-Future Solution LX Legendary Enmei Ultimate Renewing Cream,4.3,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
SHISEIDO-Future Solution LX Total Protective Cream,4.3,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1
CLINIQUE-Clinique For Men™ Maximum Hydrator Eye 96-Hour Hydro-Filler Concentrate,5.0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1
THREE-Balancing Emulsion R,5.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
CLINIQUE-Dramatically Different Hydrating Jelly,4.3,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1
GIVENCHY-Skin Ressource Protective Moisturising Velvet Cream Refill,4.3,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1
PETER THOMAS ROTH-Pro Strength Niacinamide Discoloration Treatment,4.2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1
SHISEIDO-Waso Quick Matte Moisturizer Oil-free,4.3,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
CLINIQUE-Clinique For Men Moisturizing Lotion,4.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
DIOR-Capture Youth Age-Delay Advanced Crème Moisturiser,4.3,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0
SHISEIDO-Men Total Revitalizer Light Fluid Lotion,4.3,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1
ELEMIS-Superfood Day Cream,4.3,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
DIOR-Prestige La Crème Texture Essentielle,4.3,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
LAB SERIES-Daily Rescue Energizing Face Lotion,4.3,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1
SHISEIDO-Essential Energy Hydrating Day Cream,4.3,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
DR.JART+-V7 Toning Light,4.3,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1
DR.JART+-V7 Toning Light,4.3,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1
SHISEIDO-Treatment Softener Lotion,5.0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0
SULWHASOO-Concentrated Ginseng Renewing Cream EX Classic,5.0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
SAND & SKY-Tasmanian Spring Water Hydration Boost Cream,4.0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
JUICE BEAUTY-Stem Cellular™ Anti-Wrinkle Moisturizer,4.3,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1
ORIGINS-Love And Be: Youthful Plantscription™ Youth-Boosting Regimen Trio,4.3,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1
INNISFREE-Bija Cica Balm,4.3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
SK-II-SK-II Mid-Day Miracle Essence,4.2,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
PETER THOMAS ROTH-Potent-C Power Eye Cream,4.1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
GLO SKIN BEAUTY-Hydra-Bright AHA Hydrator,4.3,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
EVEREDEN-Nourishing Baby Face Cream,4.8,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
LAB SERIES-All-In-One Face Treatment,5.0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
SATURDAY SKIN-Waterfall Glacier Water Cream,4.4,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1
GIVENCHY-Ressource Soothing Moisturizing Treatment Lotion,4.3,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1
MARIO BADESCU-Oil Free Moisturizer,3.9,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
KORA ORGANICS BY MIRANDA KERR-Active Algae Lightweight Moisturizer,4.7,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1
ALLIES OF SKIN-Molecular Barrier Recovery Cream Balm,4.3,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1
TALIKA-Skintelligence Hydra - Intense Hydrating Rich Cream,4.3,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
CAUDALIE-Vinopure Skin Perfecting Mattifying Moisturizer,3.9,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1
ALPHA-H-Protection Plus Daily Moisturiser SPF 50+ with Pomegranate Seed Oil,4.2,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
ALLIES OF SKIN-Peptides & Antioxidants Firming Daily Treatment,4.9,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0
STARSKIN-Orglamic™ Pink Cactus Pudding Moisturiser,4.4,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1
PIXI-Skintreats Clarity Lotion Oil-Free Moisturiser,4.0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1
BOSCIA-Plant Stem Cell And Ceramide Barrier-Defense Moisturizer,4.3,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
PAI SKINCARE-Love & Haight Avocado & Jojoba Hydrating Moisturizer,5.0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
PAI SKINCARE-The Anthemis Chamomile & Rosehip Soothing Moisturizer,4.3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
PIXI-Rose Ceramide Cream,4.1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
CAUDALIE-Vinoperfect Instant Brightening Moisturizer,4.0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1
ALLIES OF SKIN-CE15 Bakuchiol Firming Oil,4.3,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
PIXI-Phenomenal Gel,4.1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
PIXI-Vitamin-C Lotion,4.4,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0
SUNDAY RILEY-Ice Ceramide Moisturizing Cream,4.1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
MARIO BADESCU-Peptide Renewal Cream,3.9,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0
PIXI-Rose Caviar Essence,4.1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0
CLINIQUE-Smart Clinical Repair Wrinkle Correcting Cream,4.2,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
PETER THOMAS ROTH-Vital-E Microbiome Age Defense Cream,4.4,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
DIOR-Hydra Life Sorbet Crème,4.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1
DERMALOGICA-Calm Water Gel,4.4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
DERMALOGICA-Skin Smoothing Moisturizer Cream,4.6,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
DERMALOGICA-Intensive Moisture Balance Moisturizer,4.5,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
DERMALOGICA-Active Moist 2.0 Moisturizer,4.6,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1
MALIN + GOETZ-Advanced Renewal Cream,4.3,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
GUERLAIN-Abeille Royale Mattifying Day Cream,1.0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1
LAB SERIES-Daily Rescue Energizing Gel Cream,5.0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1
THIS WORKS-In Transit Camera Close-up,4.1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0
BUTTER LONDON-Extra Whip Hand & Foot Treatment,4.3,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
GIVENCHY-Skin Ressource Soothing Moisturising Lotion,4.3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1
SHISEIDO-Vital Perfection Uplifting And Firming Day Emulsion,5.0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
PETER THOMAS ROTH-Potent-C Bright & Plump Moisturizer,3.7,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
LIXIRSKIN-Universal Emulsion,4.3,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
GIVENCHY-Skin Perfecto Radiance Reviver Emulsion,4.3,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1
INDIE LEE-Daily Skin Nutrition Moisturizer,4.0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1
SHISEIDO-Future Solution LX Total Protective Emulsion,5.0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1
SULWHASOO-Concentrated Ginseng Renewing Emulsion EX,4.3,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
ELEMIS-Pro-Collagen Marine Cream,4.3,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
LANEIGE-Water Bank Blue Hyaluronic Emulsion - For Combination To Oily Skin,5.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
DIOR-Diorsnow Essence Of Light Lock & Reflect Creme,4.3,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
NON GENDER SPECIFIC-Everything Cream,4.3,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
SULWHASOO-Concentrated Ginseng Renewing Cream EX,4.3,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
FRANK BODY-Everyday Face Moisturiser,3.6,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
CLE DE PEAU-Volumizing Cream Supreme,4.3,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
GIVENCHY-Ressource Rich Moisturizing Face Cream,3.0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
MALIN + GOETZ-Advanced Renewal Moisturizer,4.5,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
SHISEIDO-Ultimune Future Power Shot (Limited Edition),4.3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
THE INKEY LIST-Multi-Biotic Moisturiser,3.6,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
GIVENCHY-Skin Perfecto Compact Cream,3.5,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
CHARLOTTE TILBURY-Magic Cream Refill,5.0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
CHARLOTTE TILBURY-Refillable Magic Cream,4.3,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
PIXI-Hydrating Milky Lotion,3.5,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
EVE LOM-Moisture Cream,3.5,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1
PIXI-On-the-Glow Multi-Use Moisture Stick,4.1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
DR. DENNIS GROSS-Hyaluronic Marine Moisture Cushion,3.8,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1
KORA ORGANICS BY MIRANDA KERR-Turmeric Glow Moisturizer Refill Pod,4.5,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0
KENZOKI-Nourishing Flow Hand & Nail Balm For Caress,4.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
WISHFUL-Honey Balm Jelly Moisturizer,4.2,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0
INNISFREE-Jeju Orchid Enriched Cream,3.7,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0
TALIKA-Eye Quintessence Day Cream + Night Serum Duo,4.3,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1
LA MER-The Revitalized Transformation Collection (Christmas Limited Edition),4.3,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1
LA MER-The Smoothing Moisture Duo Collection (Christmas Limited Edition),4.3,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1
THREE-Balancing Cream R,1.0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
CLE DE PEAU-Protective Fortifying Cream Refill,4.3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
SHISEIDO-Men Total Revitalizer Cream,4.3,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1
CLE DE PEAU-Protective Fortifying Cream Broad Spectrum SPF 22,4.3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
WEI-Five Sacred Grains Rapid Glow Liquid Milk Moisturiser,5.0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1
LAB SERIES-Daily Rescue Hydrating Emulsion,5.0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
SHISEIDO-Essential Energy Hydrating Day Cream Refill,4.3,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
MALIN + GOETZ-Vitamin E Face Moisturizer,4.4,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
BOBBI BROWN-Hydrating Water Fresh Cream Moisturiser,4.4,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1
FOR BELOVED ONE-Advanced Hyaluronic Acid GHK-Cu Moisturizing Serum,3.8,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
SHISEIDO-Benefiance Wrinkle Smoothing Cream,4.3,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
CLINIQUE-Moisture Surge™ 100H Auto-Replenishing Hydrator (Limited Edition),5.0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1
MAC COSMETICS-Lightful C³ Radiant Hydration Tone-Up Cream Moisturizer,4.3,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1
CLE DE PEAU-Hydro-Softening Lotion,4.2,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1
SHISEIDO-Eudermine 150th Anniversary (Limited Edition),5.0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
LANCÔME-Clarifique Watery Emulsion,4.3,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1
INDIE LEE-Active Oil-Free Moisturizer,3.8,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1
LANEIGE-Perfect Renew Youth Emulsion,4.3,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0
GLAMGLOW-Waterburst™ Hydrated Glow Moisturizer,4.2,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
CLINIQUE-Clinique For Men™ Maximum Hydrator 72-Hour Auto-Replenishing Hydrator,5.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
CLE DE PEAU-Protective Fortifying Emulsion,5.0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
FIRST AID BEAUTY-Ultra Repair Face Moisturizer,4.2,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
DIOR-Capture Totale C.E.L.L. ENERGY Firming & Wrinkle-Correcting Crème,4.5,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
CLINIQUE-Moisture Surge Intense 72Hr Lipid-Replenishing Hydrator,4.6,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1
DIOR-Capture Totale Super Potent Rich Creme,5.0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
LA MER-Crème De La Mer Moisturizer,4.1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
SHISEIDO-Ultimune Power Infusing Concentrate (Limited Edition),4.3,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
GUERLAIN-Abeille Royale Day Cream,4.1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
PHILOSOPHY-Hope In A Jar Water Cream Moisturizer,2.0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
SULWHASOO-Essential Comfort Firming Cream,4.3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
MAC COSMETICS-Lightful C³ Tone-Up Balm SPF30/PA++,3.0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1
MAC COSMETICS-Lightful C³ Radiant Hydration Skin Renewal Emulsion Lotion,4.3,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1
EVE LOM-Moisture Lotion,4.3,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1
MARIO BADESCU-Hyaluronic Dew Cream,3.0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1
SKIN INC-Pure Serum Infused Moisturizer,4.1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1
TALIKA-Skintelligence Anti-Age - Regenerating Day Cream,4.3,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
ALLIES OF SKIN-Multi Nutrient & Dioic Renewing Cream,4.3,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
BOSCIA-Chia Seed Moisture Cream,4.0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
PIXI-Rose Flash Balm,3.8,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0
SUNDAY RILEY-C.E.O. Afterglow Brightening Vitamin C Moisturizer,4.6,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1
KENZOKI-Hydration Flow Fresh Melt-In Lotion,4.0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1
HERBIVORE BOTANICALS-Aquarius Pore Purifying Clarity Cream,4.5,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1
HERBIVORE BOTANICALS-Pink Cloud Soft Moisture Cream,4.0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
DR. DENNIS GROSS-Alpha Beta Daily Moisturizer,4.6,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1
KORA ORGANICS BY MIRANDA KERR-Active Algae Lightweight Moisturizer - Refill Pod,4.3,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1
